order_id,customer_id,order_date,status,region_code
O0433,C0132,2026-04-28 05:53:39,RETURNED,NORTH
O0434,C0245,2025-09-27 02:08:53,SHIPPED,EAST
O0435,C0413,2025-12-11 06:53:30,CANCELLED,NORTH
O0436,C0383,2026-04-22 07:11:51,CANCELLED,NORTH
O0437,C0042,2025-09-16 12:21:53,PLACED,NORTH
O0438,C0246,2026-04-06 08:57:01,RETURNED,WEST
O0439,C0335,2025-07-01 16:30:25,PLACED,EAST
O0440,C0487,2026-07-06 04:54:30,RETURNED,NORTH
O0441,C0060,2025-06-16 15:21:14,RETURNED,SOUTH
O0442,C0289,2025-04-27 20:02:27,RETURNED,SOUTH
O0443,C0386,2024-08-10 00:00:00,DELIVERED,EAST
O0444,C0185,2025-05-15 20:34:32,PLACED,SOUTH
O0445,C0205,2024-08-15 13:56:23,DELIVERED,WEST
O0446,C0373,2025-01-04 13:14:04,PLACED,SOUTH
O0447,C0216,2026-06-21 06:06:11,PLACED,SOUTH
O0448,C0304,2025-08-19 13:02:56,SHIPPED,SOUTH
O0449,C0082,2026-02-05 15:47:12,DELIVERED,EAST
O0450,C0283,2025-02-03 21:20:52,DELIVERED,SOUTH
O0451,C0227,2026-01-03 06:17:11,PLACED,EAST
O0452,UNKNOWN,2025-12-30 19:27:34,RETURNED,EAST
O0453,C0148,2026-05-20 16:23:09,SHIPPED,NORTH
O0454,C0272,2025-09-25 00:44:47,PLACED,SOUTH
O0455,C0154,2026-01-14 02:53:22,PLACED,SOUTH
O0456,C0476,2026-01-29 00:00:00,DELIVERED,NORTH
O0457,C0094,2025-11-14 11:25:49,DELIVERED,SOUTH
O0458,C0334,2025-04-29 17:57:51,SHIPPED,WEST
O0459,UNKNOWN,2024-10-11 18:08:18,DELIVERED,SOUTH
O0460,C0088,2024-08-26 20:53:49,SHIPPED,EAST
O0461,C0242,2025-10-19 09:49:19,DELIVERED,EAST
O0462,C0168,2025-07-02 06:50:03,CANCELLED,NORTH
O0463,C0176,2024-08-14 10:00:57,PLACED,SOUTH
O0464,C0184,2025-05-02 18:27:52,PLACED,EAST
O0465,C0315,2025-04-01 05:07:01,CANCELLED,SOUTH
O0466,C0199,2024-09-28 22:57:02,SHIPPED,NORTH
O0467,C0233,2025-11-15 17:23:47,PLACED,EAST
O0468,C0177,2025-12-18 16:14:59,RETURNED,EAST
O0469,C0001,2024-12-03 14:44:13,PLACED,SOUTH
O0470,C0416,2026-06-03 21:24:00,SHIPPED,EAST
O0471,C0029,2025-10-12 17:13:15,DELIVERED,EAST
O0472,C0365,2025-10-31 04:37:02,PLACED,WEST
O0473,C0386,2026-02-28 19:23:33,SHIPPED,SOUTH
O0474,C0017,2024-09-18 22:31:39,PLACED,EAST
O0475,C0245,2026-04-22 00:00:00,SHIPPED,NORTH
O0476,UNKNOWN,2025-07-04 15:27:37,DELIVERED,NORTH
O0477,C0344,2025-06-13 11:48:08,CANCELLED,NORTH
O0478,C0228,2025-06-20 05:34:04,DELIVERED,SOUTH
O0479,C0285,2026-01-13 11:53:25,RETURNED,NORTH
O0480,C0351,2025-08-28 16:02:54,SHIPPED,NORTH
O0481,C0319,2024-12-28 13:29:37,RETURNED,EAST
O0482,C0354,2024-11-05 18:28:11,SHIPPED,NORTH
O0483,C0310,2025-06-28 06:56:42,RETURNED,SOUTH
O0484,C0281,2025-09-20 14:22:57,RETURNED,WEST
O0485,C0176,2025-09-30 01:21:54,SHIPPED,EAST
O0486,C0094,2025-02-11 21:42:22,SHIPPED,NORTH
O0487,C0052,2024-10-11 23:36:36,PLACED,EAST
O0488,C0011,2026-06-14 10:03:25,RETURNED,EAST
O0489,C0442,2026-03-12 16:12:11,SHIPPED,EAST
O0490,C0043,2026-05-25 06:23:24,CANCELLED,WEST
O0491,C0390,2024-12-31 00:00:00,RETURNED,NORTH
O0492,C0062,2025-03-13 05:19:00,PLACED,EAST
O0493,C0324,2026-01-20 01:35:51,CANCELLED,WEST
O0494,C0133,2025-04-17 05:08:54,PLACED,EAST
O0495,C0419,2024-09-27 22:14:41,SHIPPED,NORTH
O0496,C0453,2025-05-31 21:06:54,DELIVERED,SOUTH
O0497,C0383,2026-02-17 08:40:00,PLACED,WEST
O0498,C0288,2025-09-13 12:39:10,DELIVERED,WEST
O0499,C0193,2026-02-26 13:06:33,PLACED,EAST
O0500,C0099,2024-08-15 12:28:37,SHIPPED,NORTH
